text,real_labels,predicted_labels
Room is small but sufficient if all ure after is a place to sleep in .,"[{""aspect"": ""Room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""Room"", ""opinion"": ""sufficient"", ""polarity"": ""NEU"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""Room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
"Toilet , tv and airconditioner works well .","[{""aspect"": ""Toilet"", ""opinion"": ""works well"", ""polarity"": ""POS"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""tv"", ""opinion"": ""works well"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""Toilet"", ""polarity"": ""POS"", ""opinion"": ""works well"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""tv"", ""polarity"": ""POS"", ""opinion"": ""works well"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""airconditioner"", ""polarity"": ""POS"", ""opinion"": ""works well"", ""category"": ""ROOM#AIRCON""}]"
Note that no breakfast is included .,"[{""aspect"": ""no"", ""opinion"": ""breakfast"", ""polarity"": ""NEG"", ""category"": ""FOOD#GENERAL""}]","[{""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""no"", ""category"": ""FOOD#GENERAL""}]"
The room is small but enough just to rest after out all day .,"[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""enough"", ""polarity"": ""NEU"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Cold room & hot shower is enough for us .,"[{""aspect"": ""room"", ""opinion"": ""enough"", ""polarity"": ""NEU"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""shower"", ""opinion"": ""enough"", ""polarity"": ""NEU"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""enough"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""shower"", ""polarity"": ""POS"", ""opinion"": ""enough"", ""category"": ""ROOM#BATHROOM""}]"
"The hotel is brand new so its clean , bright but come with no breakfast but is not big problem since many restaurant around the hotel .","[{""aspect"": ""hotel"", ""opinion"": ""brand new"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""hotel"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""hotel"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""breakfast"", ""opinion"": ""no"", ""polarity"": ""NEG"", ""category"": ""FOOD#GENERAL""}, {""aspect"": ""restaurant"", ""opinion"": ""many"", ""polarity"": ""POS"", ""category"": ""FOOD#CHOICE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""brand new"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""clean"", ""category"": ""HOTEL#CLEANLINESS""}]"
Perfect ! Budget hotel with excellent service the value you got is much more than what you pay Staff : smiley and helpful all the times Room : cleanliness is ok the AC work very well the bed is very comfy linen very clean towels are fresh and enough amenities in place Location : just perfect in middle of every thing very safe neighborhood .,"[{""aspect"": ""hotel"", ""opinion"": ""Budget"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""service"", ""opinion"": ""excellent"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""value"", ""opinion"": ""more than what you pay"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""Staff"", ""opinion"": ""smiley"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""cleanliness"", ""opinion"": ""ok"", ""polarity"": ""NEU"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""AC"", ""opinion"": ""work very well"", ""polarity"": ""POS"", ""category"": ""ROOM#AIRCON""}, {""aspect"": ""bed"", ""opinion"": ""comfy"", ""polarity"": ""POS"", ""category"": ""ROOM#BED""}, {""aspect"": ""linen"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""towels"", ""opinion"": ""fresh"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""amenities"", ""opinion"": ""enough"", ""polarity"": ""NEU"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""Location"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""Location"", ""opinion"": ""safe"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""Budget"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""excellent"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""value"", ""polarity"": ""POS"", ""opinion"": ""much more"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""smiley"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Room"", ""polarity"": ""POS"", ""opinion"": ""helpful"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""cleanliness"", ""polarity"": ""NEU"", ""opinion"": ""cleanliness"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""AC"", ""polarity"": ""POS"", ""opinion"": ""work very well"", ""category"": ""ROOM#AIRCON""}, {""aspect"": ""bed"", ""polarity"": ""POS"", ""opinion"": ""comfy"", ""category"": ""ROOM#BED""}, {""aspect"": ""linen"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""towels"", ""polarity"": ""POS"", ""opinion"": ""fresh"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""Amenities"", ""polarity"": ""POS"", ""opinion"": ""enough"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""Location"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""Every thing"", ""polarity"": ""POS"", ""opinion"": ""safe"", ""category"": ""HOTEL#""}]"
Nice place located near to Seminyak beach .,"[{""aspect"": ""place"", ""opinion"": ""Nice"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""place"", ""opinion"": ""near"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""Nice"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""Seminyak beach"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#ATTRACTIONS""}]"
Breakfast is very good .,"[{""aspect"": ""Breakfast"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""Breakfast"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""FOOD#TASTE""}]"
Many restaurants nearby & they do provide good bike rental options .,"[{""aspect"": ""restaurants"", ""opinion"": ""Many"", ""polarity"": ""POS"", ""category"": ""FOOD#CHOICE""}, {""aspect"": ""bike rental"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""Many"", ""category"": ""LOCATION#NEARBY_AMENITIES""}, {""aspect"": ""bike rental"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""SERVICE#GENERAL""}]"
Friendly staff and good rate considering its location ! ☀ ️ Its a 5 - minute walk going to the beach wherein you can find variety of restaurants .,"[{""aspect"": ""staff"", ""opinion"": ""Friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""rate"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""restaurants"", ""opinion"": ""variety"", ""polarity"": ""POS"", ""category"": ""FOOD#CHOICE""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""Friendly"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""rate"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""variety"", ""category"": ""FOOD#CHOICE""}]"
Quite expensive though so its better to eat first at Grandmas since their restau offers delicious food ! .,"[{""aspect"": ""food"", ""opinion"": ""delicious"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""food"", ""polarity"": ""POS"", ""opinion"": ""delicious"", ""category"": ""FOOD#TASTE""}]"
I was in Grandmas Plus Hotel Siminyak .,"[{""aspect"": ""Hotel"", ""opinion"": ""was in"", ""polarity"": ""NEU"", ""category"": ""HOTEL#SPACE""}]","[{""aspect"": ""Hotel"", ""polarity"": ""NEU"", ""opinion"": ""Siminyak"", ""category"": ""HOTEL#GENERAL""}]"
"The hotel is near to the beach , shops and restaurants .","[{""aspect"": ""beach"", ""opinion"": ""near"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""shops"", ""opinion"": ""near"", ""polarity"": ""POS"", ""category"": ""LOCATION#NEARBY_AMENITIES""}, {""aspect"": ""restaurants"", ""opinion"": ""near"", ""polarity"": ""POS"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""shops"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#NEARBY_AMENITIES""}, {""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
It was been a great experience .,"[{""aspect"": ""experience"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""experience"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"I need to say thanks to a girl of the staff , Ani , she helped me in different situations .","[{""aspect"": ""staff"", ""opinion"": ""helped"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""helped"", ""category"": ""SERVICE#GENERAL""}]"
Pros : Bed Pillows Clean Rooms Cons : Noisy Smelling Rooms Taximafia that runs their transportation with double prices to normal .,"[{""aspect"": ""Bed"", ""opinion"": ""Clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""Pillows"", ""opinion"": ""Clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""Rooms"", ""opinion"": ""Clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""Rooms"", ""opinion"": ""Noisy"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""Rooms"", ""opinion"": ""Smelling"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""prices"", ""opinion"": ""double"", ""polarity"": ""NEG"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""Bed"", ""polarity"": ""POS"", ""opinion"": ""Clean"", ""category"": ""ROOM#BED""}, {""aspect"": ""Pillows"", ""polarity"": ""POS"", ""opinion"": ""Clean"", ""category"": ""ROOM#BED""}, {""aspect"": ""Rooms"", ""polarity"": ""NEG"", ""opinion"": ""Smelling"", ""category"": ""ROOM#CLEANLINESS""}]"
The room was lovely and clean and everyone was very friendly .,"[{""aspect"": ""room"", ""opinion"": ""lovely"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""everyone"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""lovely"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""everyone"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}]"
The beach was very close and we used to pool to cool down on an afternoon ! There were cultural activities we were in invited to take part in and the centre of Seminyak wasn ’ t far at all to walk along the beach .,"[{""aspect"": ""beach"", ""opinion"": ""close"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""pool"", ""opinion"": ""used"", ""polarity"": ""NEU"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""close"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""pool"", ""polarity"": ""NEU"", ""opinion"": ""used"", ""category"": ""FACILITY#POOL""}]"
All in all perfect for what we needed it for but rooms were a little small .,"[{""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
Booked this hotel for our last night in Bali .,"[{""aspect"": ""hotel"", ""opinion"": ""Booked"", ""polarity"": ""NEU"", ""category"": ""HOTEL#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""NEU"", ""opinion"": ""Booked"", ""category"": ""HOTEL#GENERAL""}]"
"My room smelled like moth balls and dank basement - nice ! The room was extremely run down and as others have noticed , this hotel is extremely loud .","[{""aspect"": ""room"", ""opinion"": ""smelled"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""run down"", ""polarity"": ""NEG"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""hotel"", ""opinion"": ""loud"", ""polarity"": ""NEG"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""smelled"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""hotel"", ""polarity"": ""NEG"", ""opinion"": ""run down"", ""category"": ""ROOM#GENERAL""}]"
"Found all the staff wonderful , Ayu in the restaurant was extremely caring .","[{""aspect"": ""staff"", ""opinion"": ""wonderful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""caring"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""wonderful"", ""category"": ""SERVICE#GENERAL""}]"
But the owner was also there ( Sebastian ) he was so arrogant that it was an insult to us .,"[{""aspect"": ""owner"", ""opinion"": ""arrogant"", ""polarity"": ""NEG"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""owner"", ""polarity"": ""NEG"", ""opinion"": ""arrogant"", ""category"": ""SERVICE#GENERAL""}]"
"Firstly we stay in kuta location is very busy , then we move to seminyak we stayed here in last of november for a week with the good price .","[{""aspect"": ""location"", ""opinion"": ""busy"", ""polarity"": ""NEG"", ""category"": ""LOCATION#MAIN_STREET""}, {""aspect"": ""price"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""location"", ""polarity"": ""NEG"", ""opinion"": ""busy"", ""category"": ""LOCATION#MAIN_STREET""}, {""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#PRICE""}]"
The room was fantastic n close to the spa ( Denyuh spa ) and the service perfect The breakfast is great .,"[{""aspect"": ""room"", ""opinion"": ""fantastic"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""service"", ""opinion"": ""perfect"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""breakfast"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""fantastic"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""perfect"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""breakfast"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""FOOD#TASTE""}]"
The room was a bit small but cozy ( as a solo traveler the room size was okay for me ) Beach only 5 minutes walk .,"[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""cozy"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Spa in the building ( very convenient ) love the live music every night .,"[{""aspect"": ""Spa"", ""opinion"": ""convenient"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""live music"", ""opinion"": ""love"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""Spa"", ""polarity"": ""POS"", ""opinion"": ""convenient"", ""category"": ""FACILITY#GENERAL""}, {""aspect"": ""live music"", ""polarity"": ""POS"", ""opinion"": ""love"", ""category"": ""LOCATION#ENTERTAINMENT""}]"
The staffs were friendly and always cheerful .,"[{""aspect"": ""staffs"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staffs"", ""opinion"": ""cheerful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staffs"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
I was amazed at the value for money .,"[{""aspect"": ""money"", ""opinion"": ""value"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""money"", ""polarity"": ""POS"", ""opinion"": ""value"", ""category"": ""HOTEL#PRICE""}]"
The room was small but modern and clean .,"[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""modern"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Great WI Fi .,"[{""aspect"": ""WI Fi"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""FACILITY#WIFI""}]","[{""aspect"": ""WI Fi"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""FACILITY#WIFI""}]"
"Rooms are fine , But very small .","[{""aspect"": ""Rooms"", ""opinion"": ""fine"", ""polarity"": ""NEU"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""Rooms"", ""opinion"": ""small"", ""polarity"": ""NEU"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""Rooms"", ""polarity"": ""NEU"", ""opinion"": ""fine"", ""category"": ""ROOM#GENERAL""}]"
"The pool is also very small , and always in the shade .","[{""aspect"": ""pool"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""pool"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""FACILITY#POOL""}]"
"When we afked for something in the reception they were kind , But never followed up on it .","[{""aspect"": ""reception"", ""opinion"": ""kind"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""reception"", ""polarity"": ""NEG"", ""opinion"": ""kind"", ""category"": ""SERVICE#GENERAL""}]"
Maybe that ' s because it was end of the season and we got a good deal .,"[{""aspect"": ""deal"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""deal"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#PRICE""}]"
"This modern , clean , well furnished hotel has the lot ! Excellent bed with quality linen .","[{""aspect"": ""hotel"", ""opinion"": ""modern"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""hotel"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""hotel"", ""opinion"": ""well furnished"", ""polarity"": ""POS"", ""category"": ""HOTEL#MAINTAIN""}, {""aspect"": ""bed"", ""opinion"": ""Excellent"", ""polarity"": ""POS"", ""category"": ""ROOM#BED""}, {""aspect"": ""linen"", ""opinion"": ""quality"", ""polarity"": ""POS"", ""category"": ""ROOM#BED""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""well furnished"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""bed"", ""polarity"": ""POS"", ""opinion"": ""modern"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""linen"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""HOTEL#GENERAL""}]"
"Warm , friendly service .","[{""aspect"": ""service"", ""opinion"": ""Warm"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""service"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
Close to beach .,"[{""aspect"": ""beach"", ""opinion"": ""Close"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""Close"", ""category"": ""LOCATION#ATTRACTIONS""}]"
Tiny swim pool but i was surfing so no matter .,"[{""aspect"": ""swim pool"", ""opinion"": ""Tiny"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""swim pool"", ""polarity"": ""NEG"", ""opinion"": ""Tiny"", ""category"": ""FACILITY#POOL""}]"
"With a very affordable rate , Grandmas Seminyak is the perfect selection for our Seminyak ' s trip .","[{""aspect"": ""rate"", ""opinion"": ""affordable"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""rate"", ""polarity"": ""POS"", ""opinion"": ""affordable"", ""category"": ""HOTEL#PRICE""}]"
The staffs are also very quick to respond to our need .,"[{""aspect"": ""staffs"", ""opinion"": ""quick"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staffs"", ""polarity"": ""POS"", ""opinion"": ""quick to respond"", ""category"": ""SERVICE#GENERAL""}]"
"Hotel room was clean and small but it was ok for that price , you need to bring own toiletries .","[{""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""price"", ""opinion"": ""ok"", ""polarity"": ""NEU"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""toiletries"", ""opinion"": ""need to bring"", ""polarity"": ""NEG"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""price"", ""polarity"": ""NEU"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}]"
"Very near to the beach , only 5 - 7 min walk .","[{""aspect"": ""beach"", ""opinion"": ""near"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""near"", ""category"": ""LOCATION#ATTRACTIONS""}]"
"Leaking pipe , and bathroom .","[{""aspect"": ""pipe"", ""opinion"": ""Leaking"", ""polarity"": ""NEG"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""bathroom"", ""opinion"": ""Leaking"", ""polarity"": ""NEG"", ""category"": ""ROOM#BATHROOM""}]","[{""aspect"": ""bathroom"", ""polarity"": ""NEG"", ""opinion"": ""Leaking pipe"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""pipe"", ""polarity"": ""NEG"", ""opinion"": ""Leaking"", ""category"": ""ROOM#BATHROOM""}]"
No real window .,"[{""aspect"": ""window"", ""opinion"": ""No real"", ""polarity"": ""NEG"", ""category"": ""ROOM#WINDOW""}]","[{""aspect"": ""window"", ""polarity"": ""NEG"", ""opinion"": ""No real"", ""category"": ""ROOM#WINDOW""}]"
Paid too much to be in a prison like room .,"[{""aspect"": ""room"", ""opinion"": ""prison like"", ""polarity"": ""POS"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""Paid too much"", ""category"": ""ROOM#GENERAL""}]"
Grandmas Seminyak hotel is a good hotel for the budget traveler .,"[{""aspect"": ""budget"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#GENERAL""}]"
"It is very well situated , it is close to the beach ( about 300 meters ) , there are lots of restaurants close by and the shops are also all around in the area .","[{""aspect"": ""situated"", ""opinion"": ""well"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""beach"", ""opinion"": ""close"", ""polarity"": ""POS"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""restaurants"", ""opinion"": ""lots"", ""polarity"": ""POS"", ""category"": ""LOCATION#ENTERTAINMENT""}, {""aspect"": ""shops"", ""opinion"": ""all around"", ""polarity"": ""POS"", ""category"": ""LOCATION#ENTERTAINMENT""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""close"", ""category"": ""LOCATION#ATTRACTIONS""}, {""aspect"": ""restaurants"", ""polarity"": ""POS"", ""opinion"": ""close"", ""category"": ""LOCATION#NEARBY_AMENITIES""}, {""aspect"": ""shops"", ""polarity"": ""POS"", ""opinion"": ""all around"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
Nice very clean Great location But the room is so small u are one step away from the toilet one step away from the bed .,"[{""aspect"": ""location"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""toilet"", ""polarity"": ""NEG"", ""opinion"": ""one step away"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""bed"", ""polarity"": ""NEG"", ""opinion"": ""one step away"", ""category"": ""ROOM#BED""}]"
